Player,Nation,Pos,Squad,Comp,Age,Gls,Ast,G-PK,PK,PKatt,xG,npxG,xAG,G-xG,np:G-xG,Sh,SoT,Sh/90,SoT/90,FK,Cmp,Att,Cmp%,TotDist,PrgDist,xA,A-xAG,KP,1/3,PPA,CrsPA,Live,TB,Sw,Crs,In,Out,Str,PrgC,PrgP,PrgR,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA90,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Lost,Int,Blocks_stats_defense,Clr,Err,Touches,Def Pen,Att Pen,Succ,Tkld,Carries,CPA,Mis,Dis,Rec,Won,Fls,PKwon,PKcon,Recov
Habib Diarra,sn SEN,"MF,FW",Strasbourg,fr Ligue 1,20.0,4,5,2,2,2,3.3,1.8,4.5,0.7,0.2,25,10,0.96,0.38,1,812,978,83.0,13413,2876,4.3,0.5,27,64,27,12,936,6,5,54,0,0,0,61,116,114,2.18,47,1,0,3,6,0,0.31,22,13,6,13,3,12,13,22,46,3,1214,50,42,13,32,709,12,30,22,885,12,26,1,0,90
Moussa Diarra,ml MLI,DF,Alavés,es La Liga,23.0,0,0,0,0,0,0.0,0.0,0.1,0.0,0.0,1,0,0.05,0.0,0,670,835,80.2,12112,5342,0.4,-0.1,3,44,8,3,711,0,6,23,0,0,0,12,70,31,0.87,14,0,0,0,4,0,0.19,40,24,19,18,3,12,21,15,46,1,1012,56,9,7,5,499,2,17,15,584,31,28,1,1,76
Rúben Dias,pt POR,DF,Manchester City,eng Premier League,27.0,0,0,0,0,0,1.5,1.5,0.3,-1.5,-1.5,21,7,0.83,0.28,0,2167,2317,93.5,37644,12143,1.2,-0.3,5,222,12,0,2234,0,10,3,0,0,0,43,160,8,1.03,17,0,0,7,0,2,0.04,17,11,7,9,1,6,20,23,71,4,2499,216,26,2,1,1775,1,8,1,2016,37,12,0,1,78
Krépin Diatta,sn SEN,"DF,FW",Monaco,fr Ligue 1,25.0,0,0,0,0,0,0.2,0.2,0.8,-0.2,-0.2,2,1,0.35,0.18,0,240,314,76.4,3683,1198,0.9,-0.8,4,16,6,2,278,1,3,15,0,0,0,17,21,41,1.77,10,0,0,0,0,0,0.0,18,12,13,2,3,10,9,5,12,2,373,14,9,8,4,205,1,10,2,230,15,14,0,0,36
Kandet Diawara,gn GUI,FW,Le Havre,fr Ligue 1,24.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,1,2,50.0,6,0,0.0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,2,0,0,2,2,0,0,0,0,0
Mahamadou Diawara,fr FRA,MF,Le Havre,fr Ligue 1,19.0,0,1,0,0,0,0.4,0.4,0.4,-0.4,-0.4,7,1,1.08,0.15,0,193,233,82.8,3436,571,0.3,0.6,7,15,1,0,225,0,2,5,1,0,0,9,16,6,2.16,13,0,0,1,0,0,0.15,20,12,10,8,2,5,13,13,11,1,321,19,11,6,5,180,0,8,7,183,2,15,0,0,40
Mahamadou Diawara,fr FRA,MF,Lyon,fr Ligue 1,19.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,6,7,85.7,117,60,0.0,0.0,0,0,0,0,7,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0.0,1,0,0,1,0,2,0,2,0,0,9,0,1,0,0,2,0,0,1,3,0,1,0,0,3
Brahim Díaz,ma MAR,"FW,MF",Real Madrid,es La Liga,24.0,4,2,4,0,0,5.3,5.3,3.3,-1.3,-1.3,28,15,1.82,0.97,0,573,660,86.8,7322,1909,2.3,-1.3,23,56,19,0,635,8,1,8,0,0,0,39,74,110,3.64,43,0,6,5,1,1,0.78,25,19,9,13,3,12,4,16,2,1,833,5,66,24,19,541,12,44,27,669,3,14,0,0,54
Daniel Díaz,es ESP,MF,Real Sociedad,es La Liga,18.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,1,3,33.3,20,0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,1,1,0,0,0,0,1,0,0,6,0,1,0,1,1,0,0,0,4,1,1,0,0,0
Luis Díaz,co COL,FW,Liverpool,eng Premier League,27.0,13,5,13,0,0,12.0,12.0,5.0,1.0,1.0,71,30,2.66,1.13,0,736,874,84.2,11789,2533,4.5,0.0,56,48,46,6,855,2,9,32,0,0,0,108,110,293,4.39,88,0,16,9,4,0,0.6,39,26,13,20,6,24,7,19,7,1,1184,17,167,53,51,780,56,55,49,933,13,48,2,0,105
Pedro Díaz,es ESP,MF,Rayo Vallecano,es La Liga,26.0,3,0,3,0,1,2.4,1.6,2.1,0.6,1.4,31,7,2.3,0.52,1,446,566,78.8,6612,1964,2.1,-2.1,26,45,17,2,523,2,8,42,11,10,0,27,62,49,3.72,33,7,5,5,0,0,0.37,23,15,7,14,2,27,7,16,7,1,707,7,19,20,13,390,2,24,8,459,5,7,0,0,80
Tyler Dibling,eng ENG,"FW,MF",Southampton,eng Premier League,18.0,2,0,2,0,0,2.5,2.5,1.5,-0.5,-0.5,28,9,1.34,0.43,0,504,620,81.3,7544,1553,1.5,-1.5,20,27,20,1,585,8,3,28,8,0,0,69,64,96,2.69,34,1,11,5,5,0,0.19,34,20,13,18,3,10,8,19,16,1,868,27,41,45,43,558,26,44,55,651,10,30,2,0,80
Diego,es ESP,FW,Leganés,es La Liga,24.0,3,0,3,0,0,3.8,3.8,0.2,-0.8,-0.8,29,9,2.18,0.68,0,121,192,63.0,1679,322,0.2,-0.2,6,8,3,1,176,0,1,5,0,0,0,9,16,49,0.9,7,0,0,2,3,0,0.08,1,1,0,0,1,6,2,4,11,0,322,11,44,4,6,192,5,45,12,246,43,22,1,0,25
Justin Diehl,de GER,"FW,DF",Stuttgart,de Bundesliga,19.0,1,0,1,0,0,1.0,1.0,0.1,0.0,0.0,7,1,6.06,0.87,0,42,59,71.2,540,132,0.3,-0.1,1,3,1,0,55,0,0,10,2,0,0,5,5,20,3.46,3,0,1,0,0,0,0.0,1,0,0,1,0,0,0,2,0,0,84,1,9,3,10,55,3,2,3,60,0,2,0,0,8
Bamba Dieng,sn SEN,FW,Angers,fr Ligue 1,24.0,3,0,2,1,1,3.1,2.3,0.0,-0.1,-0.3,13,6,2.2,1.02,2,80,103,77.7,931,140,0.2,0.0,1,2,3,1,99,2,0,5,0,1,0,6,7,35,1.02,4,0,1,0,1,0,0.17,4,1,1,2,1,2,0,2,3,0,157,3,24,2,11,96,3,11,10,135,9,9,1,0,5
Eric Dier,eng ENG,DF,Bayern Munich,de Bundesliga,30.0,2,1,2,0,0,1.1,1.1,0.1,0.9,0.9,9,5,0.55,0.31,0,1324,1412,93.8,23560,8112,1.2,0.9,3,133,5,0,1360,2,7,2,0,0,0,12,73,1,0.8,11,0,0,2,0,0,0.12,19,11,8,9,2,7,20,19,77,1,1591,127,19,2,1,944,0,7,2,1157,52,16,0,0,80
Lucas Digne,fr FRA,DF,Aston Villa,eng Premier League,31.0,0,4,0,0,0,0.8,0.8,4.7,-0.8,-0.8,13,3,0.5,0.11,5,956,1277,74.9,15607,5137,4.0,-0.7,36,44,30,19,1017,2,4,140,37,10,0,23,57,142,2.53,42,18,1,4,0,1,0.19,65,38,40,16,9,22,25,23,89,1,1527,97,28,9,9,683,4,17,16,820,37,21,0,0,104
Kembo Diliwidi,fr FRA,DF,Lens,fr Ligue 1,18.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,2,3,66.7,36,22,0.0,0.0,0,1,1,0,3,0,0,1,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,1,0,0,0,1,0,1,0,0,0
Federico Dimarco,it ITA,"DF,FW",Inter,it Serie A,26.0,4,7,4,0,0,3.3,3.3,6.1,0.7,0.7,55,20,2.31,0.84,8,973,1275,76.3,16613,4805,5.1,0.9,48,47,40,19,1090,3,13,188,12,46,0,47,83,232,4.0,57,26,2,9,2,0,0.58,25,14,10,12,3,9,14,24,33,2,1475,34,90,4,6,789,13,18,10,1007,7,18,0,0,76
Junior Dina Ebimbe,fr FRA,"MF,FW",Eint Frankfurt,de Bundesliga,23.0,0,1,0,0,0,0.9,0.9,0.9,-0.9,-0.9,8,0,2.46,0.0,0,71,112,63.4,1130,280,0.6,0.1,3,1,2,0,104,0,1,8,0,0,0,5,3,27,1.85,2,0,0,2,2,0,0.31,3,2,1,2,0,2,7,4,6,0,161,5,16,5,5,82,3,8,4,105,8,10,0,1,11
Eren Dinkçi,de GER,"MF,FW",Freiburg,de Bundesliga,22.0,0,3,0,0,0,1.1,1.1,2.2,-1.1,-1.1,14,3,1.05,0.23,0,297,394,75.4,4230,1090,1.2,0.8,23,24,11,3,388,1,1,15,0,0,0,33,35,71,3.23,36,0,3,1,2,1,0.38,21,13,8,8,5,16,7,22,7,0,552,6,36,16,23,269,9,31,12,347,6,9,1,0,55
Sinaly Diomande,ci CIV,DF,Auxerre,fr Ligue 1,23.0,3,2,3,0,0,1.1,1.1,0.6,1.9,1.9,9,4,0.42,0.19,0,813,961,84.6,15073,6116,0.3,1.4,4,52,1,0,909,0,14,1,0,0,0,8,72,8,0.97,19,0,0,2,0,0,0.23,39,19,20,18,1,12,30,37,100,2,1223,150,12,8,4,698,0,12,6,756,28,24,0,1,86
Yan Diomandé,ci CIV,"MF,FW",Leganés,es La Liga,17.0,2,1,2,0,0,1.4,1.4,0.9,0.6,0.6,11,3,1.82,0.5,0,166,200,83.0,2229,543,0.9,0.1,14,4,7,1,189,1,0,12,0,0,0,37,16,64,6.11,25,0,8,2,1,1,0.83,14,9,1,8,5,10,8,8,6,0,309,4,42,23,14,200,20,26,16,204,3,8,0,0,41
Lois Diony,fr FRA,FW,Angers,fr Ligue 1,31.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,1,4,25.0,9,0,0.0,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,4,0,2,0,6,1,0,0,0,0
Issa Diop,fr FRA,DF,Fulham,eng Premier League,27.0,0,0,0,0,0,0.5,0.5,0.1,-0.5,-0.5,5,2,0.34,0.13,0,663,758,87.5,12350,4179,0.1,-0.1,3,43,1,0,733,0,1,1,0,0,0,6,25,3,0.4,5,0,0,1,0,0,0.0,26,12,18,8,0,5,9,10,72,2,903,125,13,1,1,533,0,9,2,617,20,10,0,0,45
Sérigné Diop,sn SEN,FW,Brest,fr Ligue 1,19.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,2,2,100.0,20,0,0.0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,0,0,1,0,0,0,1,0,0,6,0,0,0,0,1,0,2,0,3,0,0,0,0,0
Sofiane Diop,fr FRA,"MF,FW",Nice,fr Ligue 1,24.0,6,4,6,0,0,6.0,6.0,2.9,0.0,0.0,22,11,1.86,0.93,3,436,565,77.2,6822,2216,2.8,1.1,24,47,19,1,523,16,7,33,7,8,0,26,64,70,3.98,37,4,0,2,4,0,0.76,23,16,16,3,4,13,17,19,7,1,714,17,35,10,20,399,4,20,18,508,3,17,0,0,73
Andy Diouf,fr FRA,MF,Lens,fr Ligue 1,21.0,1,2,1,0,0,2.9,2.9,2.8,-1.9,-1.9,40,5,1.62,0.2,0,849,1068,79.5,11438,2865,3.3,-0.8,33,60,31,3,1030,13,2,30,8,3,0,82,116,94,3.44,63,1,11,7,2,1,0.12,37,26,10,22,5,24,15,24,18,2,1367,23,51,43,37,751,10,75,42,966,18,43,0,1,154
Assane Dioussé,sn SEN,MF,Auxerre,fr Ligue 1,26.0,0,0,0,0,0,0.1,0.1,0.2,-0.1,-0.1,3,2,0.41,0.27,0,320,357,89.6,5872,1510,0.1,-0.2,2,21,0,0,355,0,7,1,0,0,0,1,33,6,1.76,11,0,0,1,0,1,0.14,15,7,9,5,1,9,12,6,15,0,431,19,4,2,3,276,1,6,4,281,1,18,0,0,41
Axel Disasi,fr FRA,DF,Aston Villa,eng Premier League,26.0,0,0,0,0,0,0.1,0.1,0.4,-0.1,-0.1,2,0,0.37,0.0,0,243,280,86.8,4080,1517,0.3,-0.4,3,14,3,0,258,1,0,1,0,0,0,10,16,5,1.65,7,0,1,0,0,1,0.0,8,5,7,1,0,4,5,4,18,0,334,32,6,9,6,207,2,3,2,223,8,3,0,0,15
Axel Disasi,fr FRA,DF,Chelsea,eng Premier League,26.0,1,0,1,0,0,0.3,0.3,0.1,0.7,0.7,2,1,0.49,0.25,0,266,293,90.8,4218,1367,0.1,-0.1,2,20,2,0,266,0,1,0,0,0,0,6,16,2,0.49,2,0,0,0,0,0,0.0,7,4,5,1,1,5,2,4,11,1,323,17,2,1,0,196,0,1,3,242,5,2,0,0,15
Roman Dixon,eng ENG,DF,Everton,eng Premier League,19.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,11,19,57.9,205,111,0.0,0.0,0,3,0,0,16,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0.0,5,5,3,2,0,0,1,1,3,0,36,8,0,0,3,16,0,2,0,13,0,0,0,0,6
Álvaro djaló,es ESP,FW,Athletic Club,es La Liga,24.0,1,0,1,0,0,0.8,0.8,0.9,0.2,0.2,15,3,2.05,0.41,0,85,128,66.4,1303,335,0.6,-0.9,4,6,6,4,123,0,4,14,0,0,0,22,13,60,1.64,5,0,1,1,5,0,0.14,8,5,3,2,3,2,1,4,4,0,230,3,25,14,17,151,6,29,13,177,10,19,0,0,28
Djené,tg TOG,"DF,MF",Getafe,es La Liga,32.0,0,0,0,0,0,0.3,0.3,0.6,-0.3,-0.3,6,0,0.21,0.0,0,694,918,75.6,12668,5016,0.8,-0.6,9,78,13,6,809,0,4,32,0,0,0,18,74,21,0.74,18,1,0,0,1,1,0.04,25,13,12,11,2,20,21,18,107,3,1164,88,17,7,7,514,1,23,17,527,43,40,0,0,102
Nasser Djiga,bf BFA,DF,Wolves,eng Premier League,21.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,40,48,83.3,740,183,0.0,0.0,0,3,0,0,45,0,0,0,0,0,0,0,3,2,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,2,0,4,1,58,2,0,0,0,32,0,1,2,35,1,0,0,0,2
Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,31.0,1,2,1,0,0,2.7,2.7,1.3,-1.7,-1.7,20,4,0.68,0.14,0,1483,1691,87.7,26133,7354,0.7,0.7,11,84,12,3,1614,1,6,11,0,0,0,32,109,42,1.02,23,0,0,7,0,0,0.24,53,33,29,23,1,11,40,34,141,2,2023,143,45,1,1,1097,2,10,1,1323,90,23,0,1,102
Ritsu Doan,jp JPN,"FW,MF",Freiburg,de Bundesliga,26.0,10,7,10,0,0,6.6,6.6,3.7,3.4,3.4,61,21,1.92,0.66,1,783,1090,71.8,12072,4302,5.9,3.3,27,70,48,15,1064,12,5,80,8,1,0,64,130,178,3.49,68,2,14,9,15,3,0.5,66,42,33,26,7,21,14,57,47,1,1537,40,108,56,59,827,26,58,62,1031,16,27,1,1,133
Dodô,br BRA,DF,Fiorentina,it Serie A,25.0,0,4,0,0,0,1.4,1.4,4.2,-1.4,-1.4,25,5,0.74,0.15,0,1341,1728,77.6,24063,7341,4.3,-0.2,36,80,40,22,1456,2,10,142,0,1,0,143,128,193,2.17,56,2,4,3,8,2,0.32,44,29,25,11,8,24,34,22,58,2,2083,74,66,52,46,1278,34,73,26,1311,12,24,2,0,183
Danilho Doekhi,nl NED,DF,Union Berlin,de Bundesliga,26.0,1,1,1,0,0,2.6,2.6,1.4,-1.6,-1.6,32,4,0.94,0.12,0,995,1270,78.3,17773,6058,0.9,-0.4,13,81,6,3,1240,1,1,10,0,0,0,13,96,14,0.94,21,0,0,8,2,1,0.12,37,24,18,16,3,10,44,35,169,1,1654,182,64,3,1,883,0,13,6,1000,93,36,0,1,97
Matt Doherty,ie IRL,DF,Wolves,eng Premier League,32.0,2,1,2,0,0,1.0,1.0,1.5,1.0,1.0,10,3,0.43,0.13,0,1078,1302,82.8,20102,6585,1.2,-0.5,12,94,15,1,1177,2,22,22,0,0,0,29,79,41,1.07,19,3,1,1,1,0,0.13,38,21,25,13,0,8,22,28,102,3,1534,126,26,11,7,825,4,11,5,982,56,18,0,0,106
Jeremy Doku,be BEL,"FW,MF",Manchester City,eng Premier League,22.0,3,6,3,0,0,1.3,1.3,4.8,1.7,1.7,29,9,1.72,0.53,0,603,762,79.1,8464,1506,3.8,1.2,32,12,48,6,757,8,0,59,0,0,0,213,69,286,4.69,60,1,13,1,3,1,0.83,31,22,9,12,10,7,4,11,2,0,1027,4,161,107,60,796,109,59,59,854,0,10,0,0,63
Marc Domenech,es ESP,"FW,MF",Mallorca,es La Liga,18.0,0,0,0,0,0,0.7,0.7,0.2,-0.7,-0.7,8,2,2.38,0.59,0,34,49,69.4,465,132,0.3,-0.2,5,0,4,2,49,0,0,4,0,0,0,1,4,21,2.09,5,0,0,2,0,0,0.0,4,4,2,1,1,3,0,2,2,0,84,2,13,1,1,42,0,11,3,51,8,5,0,0,8
Benjamín Domínguez,ar ARG,FW,Bologna,it Serie A,20.0,3,2,3,0,0,2.2,2.2,0.8,0.8,0.8,30,17,2.11,1.19,0,272,348,78.2,3724,625,0.9,1.2,10,12,13,1,340,2,0,11,0,0,0,50,32,123,2.88,30,0,5,1,4,1,0.49,18,7,2,11,5,14,4,15,7,0,555,6,55,28,41,396,23,45,33,420,2,10,0,0,62
Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,23.0,0,0,0,0,0,0.2,0.2,0.1,-0.2,-0.2,3,1,0.23,0.08,0,856,967,88.5,15954,5531,0.2,-0.1,2,64,0,0,936,0,6,0,0,0,0,15,66,4,0.46,6,0,0,0,0,0,0.0,23,11,14,9,0,6,13,16,80,1,1116,109,7,2,1,683,0,5,0,802,28,8,0,0,45
Israel Domínguez,es ESP,FW,Sevilla,es La Liga,21.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,2,2,100.0,24,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0
Nicolás Domínguez,ar ARG,"MF,FW",Nott'ham Forest,eng Premier League,26.0,0,1,0,0,0,1.5,1.5,1.3,-1.5,-1.5,21,9,0.96,0.41,0,821,947,86.7,11995,3387,1.6,-0.3,13,81,11,1,890,7,0,7,0,0,0,16,83,33,1.74,29,1,0,3,3,2,0.0,86,45,40,35,11,40,29,38,54,1,1218,78,33,3,4,471,2,23,12,676,27,33,0,0,114
Sergi Dominguez,es ESP,DF,Barcelona,es La Liga,19.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,171,180,95.0,3171,1062,0.0,0.0,0,13,0,0,173,0,0,0,0,0,0,0,13,1,0.0,0,0,0,0,0,0,0.0,1,1,1,0,0,0,3,0,7,0,191,13,0,0,0,127,0,0,0,157,1,2,0,1,8
Patrick Dorgu,dk DEN,DF,Manchester Utd,eng Premier League,19.0,0,0,0,0,0,0.4,0.4,0.7,-0.4,-0.4,10,2,1.07,0.21,0,400,494,81.0,5631,1295,1.3,-0.7,12,23,11,2,419,0,1,39,0,0,0,41,34,83,2.57,21,0,0,0,2,1,0.11,31,24,15,14,2,7,4,11,23,2,602,16,32,3,6,354,7,12,10,399,15,17,0,0,37
Patrick Dorgu,dk DEN,"DF,FW",Lecce,it Serie A,19.0,3,1,3,0,0,3.3,3.3,1.5,-0.3,-0.3,36,10,1.76,0.49,0,580,748,77.5,9714,2661,1.0,-0.5,19,42,21,8,643,3,7,40,0,0,0,68,54,117,2.84,38,2,4,4,9,1,0.34,45,27,21,19,5,22,18,24,42,2,1011,56,50,13,25,557,20,37,37,658,31,24,1,0,99
Alfie Dorrington,eng ENG,DF,Tottenham,eng Premier League,19.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,15,16,93.8,304,39,0.0,0.0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,12,0,0,0,13,0,0,0,0,3
Niklas Dorsch,de GER,MF,Augsburg,de Bundesliga,26.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,22,26,84.6,342,77,0.0,0.0,0,1,0,0,24,1,0,1,0,0,0,1,1,0,2.81,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,29,1,0,0,1,15,0,0,0,21,0,0,0,0,2
Niklas Dorsch,de GER,MF,Heidenheim,de Bundesliga,26.0,2,2,2,0,0,1.0,1.0,1.1,1.0,1.0,9,3,0.61,0.2,2,573,687,83.4,10988,3060,2.0,0.9,13,46,16,8,597,0,18,37,12,8,0,13,57,21,2.36,22,10,0,0,1,2,0.13,27,16,12,15,0,9,17,14,17,2,798,32,8,7,6,459,1,16,13,489,7,15,0,0,74
Alberto Dossena,it ITA,DF,Como,it Serie A,25.0,0,2,0,0,0,0.8,0.8,0.7,-0.8,-0.8,12,3,0.59,0.15,0,894,1020,87.6,16693,5441,0.4,1.3,5,33,1,0,952,0,3,1,0,0,0,4,36,1,0.54,9,0,1,1,0,0,0.1,33,20,23,8,2,12,22,22,89,1,1220,173,20,4,2,693,0,8,3,776,59,22,0,2,68
Abdoulaye Doucouré,ml MLI,MF,Everton,eng Premier League,31.0,3,2,3,0,0,4.1,4.1,2.4,-1.1,-1.1,31,9,1.09,0.32,0,725,903,80.3,10909,2254,1.4,-0.4,28,44,15,0,884,0,2,23,0,0,0,42,82,96,2.04,52,0,3,2,0,1,0.11,48,28,21,20,7,29,10,31,20,1,1161,32,65,24,21,604,8,38,38,750,30,49,0,0,150
Cheick Doucouré,ml MLI,MF,Crystal Palace,eng Premier League,24.0,0,0,0,0,0,0.4,0.4,0.0,-0.4,-0.4,7,0,1.39,0.0,0,174,204,85.3,2909,823,0.1,0.0,1,17,3,0,201,0,0,1,0,0,0,2,19,7,1.79,5,0,0,2,1,1,0.6,16,8,6,8,2,6,11,4,10,1,263,11,4,2,2,133,1,4,7,160,5,7,0,0,31
Sékou Doucoure,fr FRA,DF,Nantes,fr Ligue 1,19.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,4,5,80.0,90,54,0.0,0.0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,3,0,8,3,0,0,0,5,0,0,0,5,0,0,0,0,0
Désiré Doué,fr FRA,"FW,MF",Paris S-G,fr Ligue 1,19.0,6,6,6,0,0,5.1,5.1,7.8,0.9,0.9,55,20,2.86,1.04,0,933,1133,82.3,13916,3351,5.7,-1.8,55,83,51,16,1066,8,7,78,8,5,1,97,139,232,5.66,84,1,14,4,5,1,1.25,48,30,15,19,14,27,13,26,7,0,1461,4,123,57,61,899,47,54,37,1164,8,28,2,0,93
Guela Doué,ci CIV,DF,Strasbourg,fr Ligue 1,21.0,1,2,1,0,0,0.8,0.8,0.7,0.2,0.2,18,6,0.6,0.2,0,1688,2023,83.4,29943,12563,1.1,1.3,11,153,14,6,1728,1,3,46,0,0,0,51,173,54,1.46,31,2,4,4,1,2,0.17,65,45,40,15,10,17,34,38,154,1,2421,155,31,27,14,1184,4,43,13,1505,58,41,0,1,162
Douglas,br BRA,MF,Nantes,fr Ligue 1,27.0,4,2,4,0,0,3.4,3.4,1.5,0.6,0.6,36,14,1.4,0.55,0,1029,1190,86.5,17476,5382,1.2,0.5,15,108,12,1,1119,2,3,10,2,0,0,14,125,34,1.33,26,2,1,3,1,1,0.12,69,42,29,31,9,18,32,51,47,0,1478,69,44,12,7,715,1,18,14,941,23,42,0,1,111
Ismaël Doukouré,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,21.0,1,1,1,0,0,0.6,0.6,1.1,0.4,0.4,3,1,0.1,0.03,0,1494,1685,88.7,25372,7657,0.5,-0.1,11,101,1,0,1561,2,2,1,0,0,0,20,116,9,0.75,19,0,0,0,1,2,0.14,40,22,19,18,3,8,25,31,102,3,1944,202,7,13,4,1149,0,21,18,1385,26,30,0,0,103
Issa Doumbia,it ITA,MF,Venezia,it Serie A,20.0,0,0,0,0,0,1.0,1.0,0.1,-1.0,-1.0,16,5,1.53,0.48,0,203,271,74.9,2702,656,0.2,-0.1,3,17,1,0,264,0,0,10,0,0,0,12,22,29,1.63,14,0,1,1,0,1,0.19,14,8,6,7,1,10,9,17,14,1,401,15,16,11,3,219,3,25,18,242,18,18,0,0,45
Kamory Doumbia,ml MLI,"MF,FW",Brest,fr Ligue 1,21.0,3,2,3,0,0,2.7,2.7,1.2,0.3,0.3,22,10,1.5,0.68,1,561,697,80.5,9267,2216,1.8,0.8,26,56,9,1,631,7,2,48,12,15,0,17,72,54,3.95,36,11,2,1,4,4,0.48,41,29,17,17,7,17,28,17,13,1,895,18,34,19,16,467,3,42,24,567,10,17,0,0,87
Amidou Doumbouya,fr FRA,DF,Nice,fr Ligue 1,16.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,19,25,76.0,252,66,0.0,0.0,0,0,0,0,24,0,0,2,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0.0,1,1,0,0,1,0,1,3,1,0,31,2,0,1,0,17,0,0,1,19,0,0,0,0,6
Anastasios Douvikas,gr GRE,FW,Como,it Serie A,24.0,2,2,2,0,0,2.5,2.5,1.1,-0.5,-0.5,14,5,2.17,0.78,0,81,106,76.4,1004,150,0.7,0.9,9,6,1,0,92,1,0,2,0,0,0,8,6,36,2.95,15,0,2,1,1,0,0.16,3,2,0,3,0,3,1,3,3,0,182,2,34,5,4,113,8,25,12,134,8,13,0,0,11
Anastasios Douvikas,gr GRE,FW,Celta Vigo,es La Liga,24.0,3,1,3,0,0,4.4,4.4,0.2,-1.4,-1.4,17,9,2.19,1.16,0,76,107,71.0,1074,147,0.2,0.8,3,2,1,0,85,0,0,1,0,0,0,6,6,43,1.41,5,0,2,1,3,0,0.13,9,4,2,6,1,3,3,5,6,0,192,12,32,4,7,120,4,23,19,149,14,10,0,0,15
Artem Dovbyk,ua UKR,FW,Roma,it Serie A,27.0,12,2,10,2,2,11.9,10.3,2.4,0.1,-0.3,61,25,2.27,0.93,0,321,433,74.1,3515,432,1.5,-0.4,25,17,4,0,394,2,0,1,0,0,0,24,16,175,1.94,43,0,4,4,1,0,0.22,4,2,0,1,3,4,2,10,12,0,654,15,145,7,11,355,14,79,33,504,42,30,0,0,26
Flynn Downes,eng ENG,MF,Southampton,eng Premier League,25.0,1,0,1,0,0,0.6,0.6,1.1,0.4,0.4,10,3,0.42,0.13,0,1003,1109,90.4,14646,2893,1.4,-1.1,15,62,12,0,1079,7,1,4,0,0,0,29,66,29,1.3,27,2,0,1,0,1,0.08,49,25,23,21,5,21,32,28,51,4,1339,99,21,8,8,641,4,15,17,945,17,50,0,0,83
